Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
Dell Computer,81235,ITS,3/25/2014,$51.00 ,$1.17 ,0.23,$11.73 ,$11.73 ,Successful,3/25/2014,,77432,,,3609476787,"$3,000 ",$0.00 ,$39.27 ,General Fund,0
Dell Computer,81236,ITS,3/25/2014,$41.05 ,$0.00 ,0.23,$9.44 ,$9.44 ,Successful,4/1/2014,,77418,,,Cashiers Check,"$3,000 ",$0.00 ,$31.60 ,General Fund,0
Dell Computer,81237,ITS,3/25/2014,$49.01 ,$1.13 ,0.23,$11.27 ,$11.27 ,Successful,4/1/2014,,77425,,,3610117157,"$3,000 ",$0.00 ,$37.73 ,General Fund,0
Dell Computer,81238,ITS,3/25/2014,$49.01 ,$1.13 ,0.23,$11.27 ,$11.27 ,Successful,4/1/2014,,77429,,,3610117196,"$3,000 ",$0.00 ,$37.73 ,General Fund,0
Dell Laptop,81239,ITS,3/25/2014,$180.50 ,$4.15 ,0.23,$41.51 ,$41.51 ,Successful,3/25/2014,,77469,,,3609476802,"$3,000 ",$0.00 ,$138.98 ,General Fund,0
Dell Laptop,81240,ITS,3/25/2014,$175.50 ,$4.04 ,0.23,$40.36 ,$40.36 ,Successful,3/27/2014,,77466,,,3609637781,"$3,000 ",$0.00 ,$135.13 ,General Fund,0
Dell Laptop,81241,ITS,3/25/2014,$175.50 ,$0.00 ,0.23,$40.36 ,$40.36 ,Successful,4/1/2014,,77467,,,Cashiers Check,"$3,000 ",$0.00 ,$135.13 ,General Fund,0
Dell Laptop,81242,ITS,3/25/2014,$175.50 ,$0.00 ,0.23,$40.36 ,$40.36 ,Successful,4/1/2014,,77468,,,Cashiers Check,"$3,000 ",$0.00 ,$135.13 ,General Fund,0
Dell Laptop,81243,ITS,3/25/2014,$175.95 ,$4.05 ,0.23,$40.46 ,$40.46 ,Successful,3/27/2014,,77465,,,3609637808,"$3,000 ",$0.00 ,$135.48 ,General Fund,0
5 Dell Computers,81245,ITS,3/25/2014,$221.00 ,$0.00 ,0.23,$50.83 ,$50.83 ,Successful,4/1/2014,,"77417, 77424, 77431, 77426, 77436",,,Cashiers Check,"$3,000 ",$0.00 ,$170.17 ,General Fund,0
12 Chairs,81246,PUBLIC LIBRARY,3/25/2014,$68.15 ,$1.57 ,0.23,$15.67 ,$15.67 ,Successful,3/25/2014,,"78178, 78179, 78180, 78181, 78182, 78183, 78172, 78173, 78174, 78175, 78176, 78177",,,3609467478,"$3,000 ",$0.00 ,$52.47 ,General Fund,0
12 Chairs,81247,PUBLIC LIBRARY,3/25/2014,$68.15 ,$1.57 ,0.23,$15.67 ,$15.67 ,Successful,3/25/2014,,"78184, 78185, 78186, 78187, 78188, 78189, 78166, 78167, 78168, 78169, 78170, 78171",,,3609467500,"$3,000 ",$0.00 ,$52.47 ,General Fund,0
2000 International School Bus,81250,SCHOOL BOARD,3/20/2014,"$1,425.00 ",$0.00 ,0.23,$327.75 ,$327.75 ,Successful,3/31/2014,32035,,00-30,,Money Order,"$3,000 ",$0.00 ,"$1,097.25 ",Enterprise,0
1998 International School Bus,81251,SCHOOL BOARD,3/20/2014,"$1,800.00 ",$0.00 ,0.23,$414.00 ,$414.00 ,Successful,3/20/2014,44027,,97-48,,Cashiers Check,"$3,000 ",$0.00 ,"$1,386.00 ",Enterprise,0
2000 International School Bus,81252,SCHOOL BOARD,3/20/2014,"$1,750.00 ",$0.00 ,0.23,$402.50 ,$402.50 ,Successful,3/20/2014,32022,,00-17,,Cashiers Check,"$3,000 ",$0.00 ,"$1,347.50 ",Enterprise,0
Metal Shelf,81258,HEALTH,3/26/2014,$13.00 ,$0.30 ,0.23,$2.99 ,$2.99 ,Successful,4/3/2014,,78635,,,3610314224,"$3,000 ",$0.00 ,$10.01 ,General Fund,0
Desk,81261,GENERAL SERVICES,3/26/2014,$3.00 ,$0.07 ,0.23,$0.69 ,$0.69 ,Successful,3/27/2014,,72098,,,3609628126,"$3,000 ",$0.00 ,$2.31 ,General Fund,0
Desk,81262,GENERAL SERVICES,3/26/2014,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,3/28/2014,,72102,,,3609766512,"$3,000 ",$0.00 ,$8.47 ,General Fund,0
Desk w/Return,81263,GENERAL SERVICES,3/26/2014,$103.00 ,$2.37 ,0.23,$23.69 ,$23.69 ,Successful,3/28/2014,,72097,,,3609766531,"$3,000 ",$0.00 ,$79.31 ,General Fund,0
Table,81265,PUBLIC DEFENDER,3/26/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,3/28/2014,,78521,,,3609766571,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
Deli Case,81266,NASHVILLE CONVENTION CTR,3/26/2014,$256.00 ,$5.89 ,0.23,$58.88 ,$58.88 ,Successful,4/1/2014,,NCC-78501,,,3610077218,"$3,000 ",$0.00 ,$197.12 ,Enterprise,0
Structural Concepts Deli Case,81267,NASHVILLE CONVENTION CTR,3/26/2014,$256.00 ,$5.89 ,0.23,$58.88 ,$58.88 ,Successful,4/1/2014,,NCC-78502,,,3610077235,"$3,000 ",$0.00 ,$197.12 ,Enterprise,0
Hoosier Desk,81268,PARKS,3/26/2014,$16.20 ,$0.37 ,0.23,$3.72 ,$3.72 ,Successful,3/28/2014,,78472,,,3609766605,"$3,000 ",$0.00 ,$12.47 ,General Fund,0
Dell Laptop,81269,JUVENILE COURT,3/26/2014,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,3/26/2014,,75516,,,3609568402,"$3,000 ",$0.00 ,$20.79 ,General Fund,0
Dell Laptop,81270,JUVENILE COURT,3/26/2014,$37.03 ,$0.85 ,0.23,$8.51 ,$8.51 ,Successful,4/21/2014,,75519,,,3611972579,"$3,000 ",$0.00 ,$28.51 ,General Fund,0
Dell Laptop,81271,JUVENILE COURT,3/26/2014,$36.00 ,$0.83 ,0.23,$8.28 ,$8.28 ,Successful,4/21/2014,,75517,,,3611972608,"$3,000 ",$0.00 ,$27.72 ,General Fund,0
Dell Laptop,81272,JUVENILE COURT,3/26/2014,$47.00 ,$1.08 ,0.23,$10.81 ,$10.81 ,Successful,3/26/2014,,75518,,,3609553167,"$3,000 ",$0.00 ,$36.19 ,General Fund,0
Dell Laptop,81273,JUVENILE COURT,3/26/2014,$14.05 ,$0.32 ,0.23,$3.23 ,$3.23 ,Successful,3/31/2014,,75513,,,3609995470,"$3,000 ",$0.00 ,$10.81 ,General Fund,0
Dell Laptop,81274,JUVENILE COURT,3/26/2014,$12.03 ,$0.28 ,0.23,$2.76 ,$2.76 ,Successful,3/31/2014,,75515,,,3609995731,"$3,000 ",$0.00 ,$9.26 ,General Fund,0
Dell Laptop,81275,JUVENILE COURT,3/26/2014,$15.00 ,$0.34 ,0.23,$3.45 ,$3.45 ,Successful,3/26/2014,,75514,,,3609557258,"$3,000 ",$0.00 ,$11.55 ,General Fund,0
Dell Laptop,81276,ITS,3/26/2014,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,3/26/2014,,77016,,,3609557275,"$3,000 ",$0.00 ,$20.79 ,General Fund,0
Dell Laptop,81277,ITS,3/26/2014,$29.08 ,$0.67 ,0.23,$6.68 ,$6.68 ,Successful,3/31/2014,,77024,,,3609993707,"$3,000 ",$0.00 ,$22.39 ,General Fund,0
Metal Stool,81278,HEALTH,3/27/2014,$33.50 ,$0.77 ,0.23,$7.70 ,$7.70 ,Successful,3/27/2014,,78493,,,3609642306,"$3,000 ",$0.00 ,$25.79 ,General Fund,0
Telephones,81279,HEALTH,3/27/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,3/27/2014,,78489,,,3609666550,"$3,000 ",$0.00 ,$4.62 ,General Fund,0
File Cabinet,81280,HEALTH,3/27/2014,$8.00 ,$0.18 ,0.23,$1.84 ,$1.84 ,Successful,3/28/2014,,78485,,,3609766619,"$3,000 ",$0.00 ,$6.16 ,General Fund,0
Paper Cutter,81281,HEALTH,3/27/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,4/4/2014,,78480,,,3610500034,"$3,000 ",$0.00 ,$16.17 ,General Fund,0
Table,81282,HEALTH,3/27/2014,$4.33 ,$0.10 ,0.23,$0.99 ,$0.99 ,Successful,3/27/2014,,78492,,,3609642997,"$3,000 ",$0.00 ,$3.33 ,General Fund,0
Metal Cart,81283,HEALTH,3/27/2014,$55.55 ,$1.28 ,0.23,$12.77 ,$12.77 ,Successful,3/28/2014,,78488,,,3609766641,"$3,000 ",$0.00 ,$42.77 ,General Fund,0
X-Ray Viewer w/Wheels,81284,HEALTH,3/27/2014,$27.00 ,$0.62 ,0.23,$6.21 ,$6.21 ,Successful,3/30/2014,,78482,,,3609890267,"$3,000 ",$0.00 ,$20.79 ,General Fund,0
Chair,81285,HEALTH,3/27/2014,$23.00 ,$0.53 ,0.23,$5.29 ,$5.29 ,Successful,3/28/2014,,78490,,,3609767057,"$3,000 ",$0.00 ,$17.71 ,General Fund,0
Wooden Cabinet,81286,HEALTH,3/27/2014,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,4/3/2014,,78483,,,3610312146,"$3,000 ",$0.00 ,$8.47 ,General Fund,0
Metal 4-Drawer File Cabinet,81287,HEALTH,3/27/2014,$15.01 ,$0.35 ,0.23,$3.45 ,$3.45 ,Successful,3/28/2014,,78484,,,3609767082,"$3,000 ",$0.00 ,$11.55 ,General Fund,0
Dell Laptop,81288,ITS,3/27/2014,$75.01 ,$1.73 ,0.23,$17.25 ,$17.25 ,Successful,3/27/2014,,77064,,,3609664721,"$3,000 ",$0.00 ,$57.75 ,General Fund,0
Dell Laptop,81289,ITS,3/27/2014,$88.00 ,$2.02 ,0.23,$20.24 ,$20.24 ,Successful,3/27/2014,,77063,,,3609667785,"$3,000 ",$0.00 ,$67.76 ,General Fund,0
Dell Laptop,81290,ITS,3/27/2014,$78.00 ,$0.00 ,0.23,$17.94 ,$17.94 ,Successful,4/1/2014,,77065,,,Cashiers Check,"$3,000 ",$0.00 ,$60.06 ,General Fund,0
Dell Laptop,81291,ITS,3/27/2014,$136.01 ,$3.13 ,0.23,$31.28 ,$31.28 ,Successful,4/2/2014,,77073,,,3610212619,"$3,000 ",$0.00 ,$104.72 ,General Fund,0
Dell Laptop,81292,ITS,3/27/2014,$130.00 ,$2.99 ,0.23,$29.90 ,$29.90 ,Successful,4/2/2014,,77085,,,3610212655,"$3,000 ",$0.00 ,$100.10 ,General Fund,0
Dell Laptop,81293,ITS,3/27/2014,$130.00 ,$2.99 ,0.23,$29.90 ,$29.90 ,Successful,4/2/2014,,77072,,,3610212697,"$3,000 ",$0.00 ,$100.10 ,General Fund,0
Dell Laptop,81294,ITS,3/27/2014,$130.00 ,$2.99 ,0.23,$29.90 ,$29.90 ,Successful,4/2/2014,,77087,,,3610212719,"$3,000 ",$0.00 ,$100.10 ,General Fund,0
Dell Laptop,81295,ITS,3/27/2014,$125.00 ,$0.00 ,0.23,$28.75 ,$28.75 ,Successful,4/1/2014,,77070,,,Cashiers Check,"$3,000 ",$0.00 ,$96.25 ,General Fund,0
Dell Laptop,81296,ITS,3/27/2014,$125.00 ,$0.00 ,0.23,$28.75 ,$28.75 ,Successful,4/1/2014,,77078,,,Cashiers Check,"$3,000 ",$0.00 ,$96.25 ,General Fund,0
Dell Laptop,81297,ITS,3/27/2014,$155.00 ,$0.00 ,0.23,$35.65 ,$35.65 ,Successful,4/1/2014,,77106,,,Cashiers Check,"$3,000 ",$0.00 ,$119.35 ,General Fund,0
2 File Cabinets,81298,PUBLIC LIBRARY,3/31/2014,$19.00 ,$0.44 ,0.23,$4.37 ,$4.37 ,Successful,4/7/2014,,"77726, 77731",,,3610638221,"$3,000 ",$0.00 ,$14.63 ,General Fund,0
2 File Cabinets,81299,PUBLIC LIBRARY,3/31/2014,$25.00 ,$0.58 ,0.23,$5.75 ,$5.75 ,Successful,4/7/2014,,"77727, 77729",,,3610630046,"$3,000 ",$0.00 ,$19.25 ,General Fund,0
2 File Cabinets,81300,PUBLIC LIBRARY,3/31/2014,$22.26 ,$0.51 ,0.23,$5.11 ,$5.11 ,Successful,4/7/2014,,"77728, 77730",,,3610630074,"$3,000 ",$0.00 ,$17.14 ,General Fund,0
3 File Cabinets,81301,PUBLIC LIBRARY,3/31/2014,$25.00 ,$0.58 ,0.23,$5.75 ,$5.75 ,Successful,4/2/2014,,"77722, 77723, 77724",,,3610230059,"$3,000 ",$0.00 ,$19.25 ,General Fund,0
3 File Cabinets,81302,PUBLIC LIBRARY,3/31/2014,$25.00 ,$0.58 ,0.23,$5.75 ,$5.75 ,Successful,4/2/2014,,"77725, 77732, 77733",,,3610230075,"$3,000 ",$0.00 ,$19.25 ,General Fund,0
20 Chairs,81303,PUBLIC LIBRARY,3/31/2014,$175.00 ,$4.02 ,0.23,$40.25 ,$40.25 ,Successful,4/1/2014,,"77735, 77734, 77768, 77769, 77770, 77771, 77772, 77773, 77774, 77775, 77847, 77848, 77849, 77850, 77851, 77852, 77808, 77809, 77810, 77811",,,3610103028,"$3,000 ",$0.00 ,$134.75 ,General Fund,0
20 Chairs,81304,PUBLIC LIBRARY,3/31/2014,$145.00 ,$3.34 ,0.23,$33.35 ,$33.35 ,Successful,4/8/2014,,"77752, 77753, 77754, 77755, 77756, 77757, 77833, 77834, 77835, 77836, 77736, 77737, 77738, 77739, 77740, 77741, 77742, 77743, 77744, 77745",,,3610778943,"$3,000 ",$0.00 ,$111.65 ,General Fund,0
Radios and Equipment,81318,RADIO COMMUNICATIONS,3/24/2014,$332.56 ,$7.65 ,0.23,$76.48 ,$76.48 ,Successful,3/27/2014,,RC-75609,,,3609642940,"$3,000 ",$0.00 ,$256.07 ,Enterprise,0
Vehicle Brackets,81319,RADIO COMMUNICATIONS,3/24/2014,$28.00 ,$0.00 ,0.23,$6.44 ,$6.44 ,Successful,4/3/2014,,RC-75608,,,Cashiers Check,"$3,000 ",$0.00 ,$21.56 ,Enterprise,0
Information Cabinet,81320,HEALTH,3/24/2014,$23.79 ,$0.55 ,0.23,$5.47 ,$5.47 ,Successful,3/24/2014,,74995,,,3609369891,"$3,000 ",$0.00 ,$18.31 ,General Fund,0
Dell Latitude D820 Laptop,81328,JUVENILE COURT,3/24/2014,$70.69 ,$0.00 ,0.23,$16.25 ,$16.25 ,Successful,3/24/2014,,75520,,,Cashiers Check,"$3,000 ",$0.00 ,$54.43 ,General Fund,0
Dell Latitude D810 Laptop,81329,JUVENILE COURT,3/24/2014,$6.69 ,$0.15 ,0.23,$1.53 ,$1.53 ,Successful,3/31/2014,,75512,,,3609993434,"$3,000 ",$0.00 ,$5.15 ,General Fund,0
Dell Latitude D810 Laptop,81330,JUVENILE COURT,3/24/2014,$6.69 ,$0.15 ,0.23,$1.53 ,$1.53 ,Successful,3/31/2014,,75511,,,3609995033,"$3,000 ",$0.00 ,$5.15 ,General Fund,0
10 Chairs,81331,PUBLIC LIBRARY,3/24/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,3/26/2014,,"78398, 78399, 78400, 78401, 78392, 78393, 78394, 78395, 78396, 78397",,,3609557379,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
13 Chairs,81332,PUBLIC LIBRARY,3/24/2014,$65.00 ,$1.50 ,0.23,$14.95 ,$14.95 ,Successful,3/24/2014,,"78373, 78374, 78375, 78376, 78377, 78378, 78385, 78386, 78387, 78388, 78389, 78390, 78391",,,3609396107,"$3,000 ",$0.00 ,$50.05 ,General Fund,0
Phones,81333,BRIDGESTONE ARENA,3/24/2014,$22.60 ,$0.00 ,0.23,$5.19 ,$5.19 ,Successful,3/27/2014,,BA-74858,,,Money Order,"$3,000 ",$0.00 ,$17.40 ,Enterprise,0
Pallet of Cable,81334,WATER SERVICES,3/25/2014,$90.00 ,$0.00 ,0.23,$20.70 ,$20.70 ,Successful,4/7/2014,,WS-78428,,,Money Order,"$3,000 ",$0.00 ,$69.30 ,Enterprise,0
Electrical Parts,81335,WATER SERVICES,3/25/2014,$57.00 ,$0.00 ,0.23,$13.11 ,$13.11 ,Successful,4/2/2014,,WS-78427,,,Money Order,"$3,000 ",$0.00 ,$43.89 ,Enterprise,0
4 - 55 Gallon Drums,81336,OFM,3/25/2014,$15.89 ,$0.37 ,0.23,$3.65 ,$3.65 ,Successful,3/27/2014,,OFM-78512,,,3609673162,"$3,000 ",$0.00 ,$12.23 ,Enterprise,0
Engine & Transmission,81337,OFM,3/25/2014,$59.00 ,$1.36 ,0.23,$13.57 ,$13.57 ,Successful,3/27/2014,,"OFM-78513, OFM-78515",,,3609661283,"$3,000 ",$0.00 ,$45.43 ,Enterprise,0
Auto Parts,81338,OFM,3/25/2014,$58.00 ,$1.33 ,0.23,$13.34 ,$13.34 ,Successful,3/26/2014,,OFM-78507,,,3609557971,"$3,000 ",$0.00 ,$44.66 ,Enterprise,0
Engine,81339,OFM,3/25/2014,$53.00 ,$1.22 ,0.23,$12.19 ,$12.19 ,Successful,3/27/2014,,OFM-78514,,,3609661315,"$3,000 ",$0.00 ,$40.81 ,Enterprise,0
Auto Parts,81340,OFM,3/25/2014,$160.00 ,$0.00 ,0.23,$36.80 ,$36.80 ,Successful,4/2/2014,,OFM-78508,,,Money Order,"$3,000 ",$0.00 ,$123.20 ,Enterprise,0
Electrical Parts,81341,OFM,3/25/2014,$93.00 ,$0.00 ,0.23,$21.39 ,$21.39 ,Successful,3/27/2014,,OFM-78426,,,Money Order,"$3,000 ",$0.00 ,$71.61 ,Enterprise,0
Box of Office Supplies,81342,OFM,3/25/2014,$7.00 ,$0.16 ,0.23,$1.61 ,$1.61 ,Successful,4/1/2014,,OFM-78511,,,3610076700,"$3,000 ",$0.00 ,$5.39 ,Enterprise,0
2 Boxes of Office Supplies,81343,OFM,3/25/2014,$8.00 ,$0.18 ,0.23,$1.84 ,$1.84 ,Successful,3/31/2014,,"OFM-78509, OFM-78510",,,3609981171,"$3,000 ",$0.00 ,$6.16 ,Enterprise,0
TV/ VCR Combo,81344,STATE TRIAL COURT,3/25/2014,$16.00 ,$0.37 ,0.23,$3.68 ,$3.68 ,Successful,3/25/2014,,78416,,,3609471060,"$3,000 ",$0.00 ,$12.32 ,General Fund,0
Lot of Dell CRT Monitors,81345,STATE TRIAL COURT,3/25/2014,$19.00 ,$0.44 ,0.23,$4.37 ,$4.37 ,Successful,3/27/2014,,"78102, 78103, 78104, 78105, 78106, 78107, 78108, 78109, 78110, 78111, 78112, 78113, 78114, 78115, 78116",,,3609703179,"$3,000 ",$0.00 ,$14.63 ,General Fund,0
Box of Office Equipment,81346,STATE TRIAL COURT,3/25/2014,$10.01 ,$0.23 ,0.23,$2.30 ,$2.30 ,Successful,4/9/2014,,"78402, 78403, 78466, 78467, 78468, 78469, 78470",,,3610916068,"$3,000 ",$0.00 ,$7.70 ,General Fund,0
Commercial Sprayer,81347,STATE TRIAL COURT,3/25/2014,$9.00 ,$0.21 ,0.23,$2.07 ,$2.07 ,Successful,3/26/2014,,78456,,,3609582290,"$3,000 ",$0.00 ,$6.93 ,General Fund,0
8 Doors,81348,HEALTH,3/25/2014,$11.70 ,$0.27 ,0.23,$2.69 ,$2.69 ,Successful,3/26/2014,,78071,,,3609564496,"$3,000 ",$0.00 ,$9.00 ,General Fund,0
Dell Latitude E6410 Laptop,81349,ITS,3/25/2014,$103.00 ,$0.00 ,0.23,$23.69 ,$23.69 ,Successful,4/1/2014,,77075,,,Cashiers Check,"$3,000 ",$0.00 ,$79.31 ,General Fund,0
Dell Latitude E6400 Laptop,81350,ITS,3/25/2014,$82.69 ,$1.90 ,0.23,$19.01 ,$19.01 ,Successful,3/25/2014,,77066,,,3609473575,"$3,000 ",$0.00 ,$63.67 ,General Fund,0
Dell Latitude E6400 Laptop,81351,ITS,3/25/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,3/31/2014,,77058,,,3609995273,"$3,000 ",$0.00 ,$40.04 ,General Fund,0
4 55-Gallon Drums,81352,FIRE,3/31/2014,$30.00 ,$0.69 ,0.23,$6.90 ,$6.90 ,Successful,4/2/2014,,77925A,,,3610214130,"$3,000 ",$0.00 ,$23.10 ,General Fund,0
4 55-Gallon Drums,81353,FIRE,3/31/2014,$27.18 ,$0.63 ,0.23,$6.25 ,$6.25 ,Successful,4/1/2014,,77925B,,,3610139122,"$3,000 ",$0.00 ,$20.92 ,General Fund,0
4 55-Gallon Drums,81354,FIRE,3/31/2014,$21.00 ,$0.48 ,0.23,$4.83 ,$4.83 ,Successful,4/1/2014,,77925D,,,3610139155,"$3,000 ",$0.00 ,$16.17 ,General Fund,0
8 55-Gallon Drums,81355,FIRE,3/31/2014,$47.00 ,$1.08 ,0.23,$10.81 ,$10.81 ,Successful,4/2/2014,,77925C,,,3610214162,"$3,000 ",$0.00 ,$36.19 ,General Fund,0
Locker,81356,FIRE,3/31/2014,$13.00 ,$0.30 ,0.23,$2.99 ,$2.99 ,Successful,4/1/2014,,75896,,,3610111574,"$3,000 ",$0.00 ,$10.01 ,General Fund,0
3 Fans,81357,HEALTH,3/31/2014,$37.00 ,$0.00 ,0.23,$8.51 ,$8.51 ,Successful,4/1/2014,,"77902, 77909, 77910",,,Cashiers Check,"$3,000 ",$0.00 ,$28.49 ,General Fund,0
File Cabinet,81358,GENERAL SERVICES,3/31/2014,$20.00 ,$0.46 ,0.23,$4.60 ,$4.60 ,Successful,4/1/2014,,72837,,,3610111644,"$3,000 ",$0.00 ,$15.40 ,General Fund,0
Dell Laptop,81359,ITS,3/31/2014,$166.69 ,$3.83 ,0.23,$38.33 ,$38.33 ,Successful,3/31/2014,,77470,,,3610030955,"$3,000 ",$0.00 ,$128.35 ,General Fund,0
Dell Laptop,81360,ITS,3/31/2014,$130.00 ,$2.99 ,0.23,$29.90 ,$29.90 ,Successful,4/29/2014,,77444,,,3612681618,"$3,000 ",$0.00 ,$100.10 ,General Fund,0
Dell Laptop,81361,ITS,3/31/2014,$125.00 ,$0.00 ,0.23,$28.75 ,$28.75 ,Successful,4/1/2014,,77449,,,Cashiers Check,"$3,000 ",$0.00 ,$96.25 ,General Fund,0
Dell Laptop,81362,ITS,3/31/2014,$125.00 ,$0.00 ,0.23,$28.75 ,$28.75 ,Successful,4/1/2014,,77447,,,Cashiers Check,"$3,000 ",$0.00 ,$96.25 ,General Fund,0
Dell Laptop,81363,ITS,3/31/2014,$125.00 ,$0.00 ,0.23,$28.75 ,$28.75 ,Successful,4/1/2014,,77463,,,Cashiers Check,"$3,000 ",$0.00 ,$96.25 ,General Fund,0
Dell Laptop,81364,ITS,3/31/2014,$65.00 ,$1.50 ,0.23,$14.95 ,$14.95 ,Successful,4/7/2014,,77443,,,3610638361,"$3,000 ",$0.00 ,$50.05 ,General Fund,0
2 Paint Cans,81365,PARKS,4/1/2014,$1.00 ,$0.02 ,0.23,$0.23 ,$0.23 ,Successful,4/1/2014,,78505,,,3610123916,"$3,000 ",$0.00 ,$0.77 ,General Fund,0
2 Hon File Cabinets,81366,NASHVILLE CONVENTION CTR,4/1/2014,$19.13 ,$0.44 ,0.23,$4.39 ,$4.39 ,Successful,4/1/2014,,"NCC-78503, NCC-78504",,,3610103091,"$3,000 ",$0.00 ,$14.73 ,Enterprise,0
43 Chairs,81367,PUBLIC LIBRARY,4/1/2014,$175.00 ,$4.02 ,0.23,$40.25 ,$40.25 ,Successful,4/21/2014,,"78242, 78243, 78244, 78245, 78246, 78247, 78248, 78249, 78250, 78251, 78252, 78253, 78278, 78279, 78280, 78281, 78282, 78283, 78284, 78285, 78286, 78287, 78288, 78289, 78290, 78291, 78356, 78357, 78358, 78359, 78360, 78361, 78362, 78364, 78365, 78366, 783",,,3611972642,"$3,000 ",$0.00 ,$134.75 ,General Fund,0
2-Drawer File Cabinet,81368,PUBLIC DEFENDER,4/1/2014,$5.01 ,$0.12 ,0.23,$1.15 ,$1.15 ,Successful,4/2/2014,,76197,,,3610226869,"$3,000 ",$0.00 ,$3.85 ,General Fund,0
Metal Shelving,81369,PUBLIC LIBRARY,4/1/2014,$3.00 ,$0.07 ,0.23,$0.69 ,$0.69 ,Successful,4/7/2014,,77719,,,3610638396,"$3,000 ",$0.00 ,$2.31 ,General Fund,0
2 Metal Shelves,81370,PUBLIC LIBRARY,4/1/2014,$37.61 ,$0.87 ,0.23,$8.65 ,$8.65 ,Successful,4/2/2014,,77708H,,,3610209801,"$3,000 ",$0.00 ,$28.95 ,General Fund,0
2 Metal Shelves,81371,PUBLIC LIBRARY,4/1/2014,$34.00 ,$0.78 ,0.23,$7.82 ,$7.82 ,Successful,4/1/2014,,77708I,,,3610102002,"$3,000 ",$0.00 ,$26.18 ,General Fund,0
2 Metal Shelves,81372,PUBLIC LIBRARY,4/1/2014,$32.51 ,$0.75 ,0.23,$7.47 ,$7.47 ,Successful,4/2/2014,,77708J,,,3610207817,"$3,000 ",$0.00 ,$25.03 ,General Fund,0
2 Metal Shelves,81373,PUBLIC LIBRARY,4/1/2014,$49.05 ,$1.13 ,0.23,$11.28 ,$11.28 ,Successful,4/1/2014,,77708K,,,3610101619,"$3,000 ",$0.00 ,$37.76 ,General Fund,0
1 Metal Shelf,81374,PUBLIC LIBRARY,4/1/2014,$23.00 ,$0.53 ,0.23,$5.29 ,$5.29 ,Successful,4/1/2014,,77708L,,,3610101664,"$3,000 ",$0.00 ,$17.71 ,General Fund,0
18 Assorted Metal Rods,81375,TENNESSEE STATE FAIR,4/1/2014,$18.00 ,$0.41 ,0.23,$4.14 ,$4.14 ,Successful,4/7/2014,,SF-77354,,,3610657393,"$3,000 ",$0.00 ,$13.86 ,Enterprise,0
Metal File Cabinet,81377,COMMUNITY EDUCATION,4/1/2014,$11.00 ,$0.25 ,0.23,$2.53 ,$2.53 ,Successful,4/1/2014,,76310,,,3610103123,"$3,000 ",$0.00 ,$8.47 ,General Fund,0
Metal File Cabinet,81378,HEALTH,4/1/2014,$5.00 ,$0.12 ,0.23,$1.15 ,$1.15 ,Successful,4/2/2014,,77709,,,3610230927,"$3,000 ",$0.00 ,$3.85 ,General Fund,0
Skil 14.4v Drill,81390,SCHOOL BOARD WAREHOUSE,4/1/2014,$6.00 ,$0.14 ,0.23,$1.38 ,$1.38 ,Successful,5/19/2014,,SBS-6231E,,,3614662355,"$3,000 ",$0.00 ,$4.62 ,Enterprise,0
Rug,81392,METRO ACTION,4/2/2014,$30.01 ,$0.69 ,0.23,$6.90 ,$6.90 ,Successful,4/2/2014,,MAC-73099,,,3610212851,"$3,000 ",$0.00 ,$23.10 ,Enterprise,0
Rug,81393,METRO ACTION,4/2/2014,$32.00 ,$0.74 ,0.23,$7.36 ,$7.36 ,Successful,4/10/2014,,MAC-74143C,,,3611037043,"$3,000 ",$0.00 ,$24.64 ,Enterprise,0
Rug,81394,METRO ACTION,4/2/2014,$27.61 ,$0.64 ,0.23,$6.35 ,$6.35 ,Successful,4/3/2014,,MAC-74140A,,,3610322467,"$3,000 ",$0.00 ,$21.25 ,Enterprise,0
Rug,81395,METRO ACTION,4/2/2014,$52.00 ,$1.20 ,0.23,$11.96 ,$11.96 ,Successful,4/3/2014,,MAC-74140B,,,3610322502,"$3,000 ",$0.00 ,$40.04 ,Enterprise,0
Rug,81396,METRO ACTION,4/2/2014,$46.00 ,$1.06 ,0.23,$10.58 ,$10.58 ,Successful,4/3/2014,,MAC-74140C,,,3610322544,"$3,000 ",$0.00 ,$35.42 ,Enterprise,0
